Node,PR
C0589513,7.79E-06
C0589514,5.69E-06
C0589540,7.00E-06
C0589567,8.05E-06
C0589602,5.70E-06
C0590323,5.29E-05
C0591063,1.72E-05
C0591126,5.57E-06
C0591454,2.48E-05
C0591516,7.45E-06
C0591904,5.67E-06
C0592527,7.28E-06
C0593271,1.15E-05
C0593776,8.51E-06
C0593802,6.90E-06
C0593947,5.47E-06
C0594374,5.85E-06
C0595375,7.97E-06
C0595726,1.11E-05
C0595753,5.45E-06
C0595862,9.03E-06
C0595877,7.29E-06
C0595916,2.51E-05
C0595921,3.12E-05
C0595938,9.66E-06
C0595939,3.63E-05
C0595940,9.56E-06
C0595944,1.04E-05
C0595989,1.05E-05
C0595995,1.11E-05
C0595998,0.000212504
C0596004,5.69E-06
C0596007,3.15E-05
C0596011,5.53E-06
C0596013,1.20E-05
C0596019,1.01E-05
C0596020,3.86E-05
C0596028,6.36E-06
C0596030,4.27E-05
C0596032,9.39E-06
C0596035,5.58E-06
C0596040,5.56E-06
C0596043,1.79E-05
C0596066,3.30E-05
C0596070,0.000102934
C0596072,5.93E-06
C0596074,5.61E-06
C0596076,7.65E-06
C0596078,5.53E-06
C0596087,1.85E-05
C0596092,5.50E-06
C0596118,9.18E-06
C0596119,2.05E-05
C0596121,7.31E-06
C0596130,1.18E-05
C0596132,2.48E-05
C0596142,6.55E-06
C0596152,1.07E-05
C0596155,2.11E-05
C0596156,7.31E-06
C0596170,1.45E-05
C0596171,2.29E-05
C0596177,1.82E-05
C0596189,5.53E-06
C0596192,5.85E-06
C0596197,1.98E-05
C0596204,1.32E-05
C0596205,6.21E-06
C0596208,5.61E-05
C0596215,1.74E-05
C0596227,1.98E-05
C0596233,9.19E-06
C0596235,9.61E-05
C0596240,2.65E-05
C0596248,5.63E-06
C0596258,5.81E-06
C0596259,7.63E-06
C0596260,5.51E-06
C0596263,9.97E-05
C0596269,5.48E-06
C0596270,1.14E-05
C0596286,1.01E-05
C0596290,0.000224219
C0596295,9.43E-06
C0596298,7.71E-06
C0596307,6.58E-06
C0596316,5.56E-06
C0596322,9.78E-06
C0596335,9.59E-06
C0596342,6.19E-06
C0596344,9.76E-06
C0596350,8.60E-06
C0596383,1.20E-05
C0596390,7.84E-06
C0596392,1.16E-05
C0596402,0.000144393
C0596404,5.97E-06
C0596433,8.51E-06
C0596448,1.73E-05
C0596452,2.59E-05
C0596473,0.000227372
C0596476,1.27E-05
C0596495,2.60E-05
C0596497,1.58E-05
C0596508,1.56E-05
C0596519,7.42E-06
C0596522,5.80E-06
C0596524,6.04E-06
C0596530,2.07E-05
C0596533,5.95E-06
C0596539,2.26E-05
C0596540,1.94E-05
C0596541,9.29E-06
C0596543,9.49E-06
C0596545,0.000267635
C0596562,1.15E-05
C0596570,1.91E-05
C0596572,2.48E-05
C0596577,0.000133489
C0596578,5.62E-06
C0596581,1.91E-05
C0596583,1.17E-05
C0596588,1.10E-05
C0596607,1.06E-05
C0596609,5.53E-06
C0596610,7.73E-06
C0596611,2.89E-05
C0596619,5.59E-06
C0596620,3.59E-05
C0596625,5.70E-06
C0596626,1.12E-05
C0596638,1.12E-05
C0596674,6.36E-06
C0596676,5.76E-06
C0596696,7.74E-06
C0596700,9.26E-06
C0596706,1.63E-05
C0596707,5.66E-06
C0596709,1.94E-05
C0596715,5.67E-06
C0596718,5.97E-06
C0596723,9.48E-06
C0596731,5.64E-06
C0596750,5.70E-06
C0596761,4.10E-05
C0596763,1.10E-05
C0596764,1.16E-05
C0596771,7.12E-06
C0596773,6.36E-06
C0596775,7.95E-06
C0596790,8.57E-05
C0596793,1.12E-05
C0596795,1.06E-05
C0596796,1.08E-05
C0596803,1.03E-05
C0596824,9.68E-06
C0596828,5.66E-06
C0596836,1.15E-05
C0596842,5.70E-06
C0596843,3.96E-05
C0596845,1.00E-05
C0596846,1.04E-05
C0596858,7.06E-06
C0596868,7.66E-06
C0596873,2.05E-05
C0596882,7.82E-06
C0596883,5.50E-06
C0596888,2.12E-05
C0596890,2.15E-05
C0596893,5.68E-06
C0596901,0.000443011
C0596902,0.000163188
C0596910,2.22E-05
C0596913,8.67E-06
C0596917,1.05E-05
C0596918,7.56E-06
C0596922,1.50E-05
C0596923,1.07E-05
C0596926,1.35E-05
C0596935,1.15E-05
C0596957,7.45E-06
C0596972,2.22E-05
C0596973,4.88E-05
C0596979,7.59E-06
C0596981,4.17E-05
C0596984,6.50E-06
C0596987,6.72E-06
C0596988,6.16E-05
C0596991,3.02E-05
C0596993,1.17E-05
C0596995,1.14E-05
C0596997,3.40E-05
C0597010,4.01E-05
C0597032,2.19E-05
C0597039,5.76E-06
C0597048,1.14E-05
C0597049,7.71E-06
C0597053,2.04E-05
C0597055,7.46E-06
C0597061,5.79E-06
C0597065,2.28E-05
C0597068,7.59E-06
C0597069,5.63E-06
C0597092,8.95E-06
C0597094,7.53E-05
C0597095,5.51E-06
C0597099,5.71E-06
C0597100,7.41E-06
C0597101,1.00E-05
C0597104,7.29E-06
C0597106,8.65E-06
C0597107,1.54E-05
C0597108,5.50E-06
C0597123,5.59E-06
C0597127,7.61E-06
C0597130,7.68E-06
C0597134,1.27E-05
C0597140,8.10E-06
C0597152,5.71E-06
C0597157,5.64E-06
C0597166,5.66E-06
C0597170,2.00E-05
C0597177,0.000189132
C0597187,9.54E-06
C0597191,5.49E-06
C0597192,7.39E-06
C0597198,0.000155853
C0597209,5.63E-06
C0597230,1.36E-05
C0597237,2.62E-05
C0597239,5.86E-06
C0597250,5.47E-06
C0597252,1.89E-05
C0597258,5.72E-06
C0597262,5.82E-06
C0597268,7.77E-06
C0597277,3.65E-05
C0597295,0.000169107
C0597297,2.66E-05
C0597298,1.29E-05
C0597301,5.69E-06
C0597303,6.12E-06
C0597304,7.31E-05
C0597305,5.61E-06
C0597312,8.05E-06
C0597336,5.17E-05
C0597337,8.53E-06
C0597354,1.63E-05
C0597356,8.37E-05
C0597357,0.000599346
C0597358,6.90E-05
C0597360,7.29E-05
C0597363,8.42E-05
C0597369,5.48E-06
C0597375,1.01E-05
C0597376,1.77E-05
C0597387,5.44E-06
C0597393,8.75E-06
C0597398,6.36E-06
C0597402,5.63E-06
C0597404,0.000467858
C0597409,2.03E-05
C0597416,9.01E-06
C0597418,1.46E-05
C0597420,9.50E-06
C0597424,6.02E-06
C0597427,8.14E-05
C0597428,1.22E-05
C0597431,5.53E-06
C0597432,7.39E-06
C0597451,9.56E-06
C0597452,1.91E-05
C0597457,1.95E-05
C0597458,5.72E-06
C0597480,1.51E-05
C0597481,6.36E-06
C0597484,1.04E-05
C0597486,7.12E-06
C0597489,9.96E-06
C0597498,7.72E-06
C0597503,5.92E-06
C0597513,1.34E-05
C0597517,5.55E-06
C0597535,1.37E-05
C0597545,1.04E-05
C0597548,5.92E-06
C0597549,5.56E-06
C0597551,7.37E-05
C0597552,5.69E-06
C0597561,7.52E-06
C0597570,1.39E-05
C0597571,7.56E-06
C0597572,9.81E-06
C0597573,2.15E-05
C0597600,1.60E-05
C0597601,1.46E-05
C0597603,2.89E-05
C0597611,1.60E-05
C0597615,1.09E-05
C0597619,5.45E-06
C0597634,1.97E-05
C0597635,1.17E-05
C0597639,7.44E-06
C0597641,6.56E-05
C0597645,9.41E-06
C0597653,9.23E-06
C0597657,7.56E-06
C0597664,1.36E-05
C0597668,1.41E-05
C0597675,2.48E-05
C0597680,1.68E-05
C0597683,5.85E-06
C0597694,1.28E-05
C0597698,1.07E-05
C0597705,2.80E-05
C0597707,5.61E-06
C0597717,1.98E-05
C0597718,5.77E-06
C0597719,9.35E-06
C0597720,9.02E-06
C0597721,3.96E-05
C0597722,5.68E-06
C0597731,3.59E-05
C0597756,8.20E-06
C0597763,5.77E-06
C0597765,1.72E-05
C0597766,7.18E-06
C0597767,5.42E-06
C0597774,5.66E-06
C0597790,5.86E-06
C0597815,8.68E-06
C0597834,1.72E-05
C0597861,5.91E-06
C0597875,5.61E-06
C0597876,7.58E-06
C0597877,5.61E-06
C0597879,3.97E-05
C0597895,9.70E-06
C0597905,5.48E-06
C0597937,8.34E-06
C0597941,1.10E-05
C0597979,3.86E-05
C0597984,1.37E-05
C0597987,1.46E-05
C0597998,5.52E-06
C0598016,1.95E-05
C0598034,8.49E-06
C0598051,1.13E-05
C0598067,8.82E-06
C0598068,7.41E-06
C0598072,5.73E-06
C0598074,7.56E-06
C0598075,7.73E-06
C0598088,3.00E-05
C0598089,1.76E-05
C0598090,7.50E-06
C0598091,2.34E-05
C0598099,1.43E-05
C0598102,1.71E-05
C0598105,6.36E-06
C0598106,9.88E-06
C0598114,5.44E-06
C0598117,9.72E-06
C0598132,9.52E-06
C0598148,1.11E-05
C0598175,1.20E-05
C0598179,5.43E-06
C0598180,5.47E-06
C0598196,1.33E-05
C0598197,5.50E-05
C0598240,7.33E-06
C0598270,6.98E-06
C0598279,5.47E-06
C0598282,7.54E-06
C0598294,5.69E-06
C0598303,9.40E-06
C0598309,1.91E-05
C0598312,9.29E-05
C0598317,5.53E-06
C0598349,7.11E-06
C0598352,8.18E-06
C0598358,6.08E-06
C0598391,6.36E-06
C0598393,5.49E-06
C0598425,6.06E-06
C0598428,5.74E-06
C0598434,5.67E-06
C0598435,3.04E-05
C0598447,1.56E-05
C0598463,2.58E-05
C0598467,1.10E-05
C0598468,7.63E-06
C0598490,6.25E-06
C0598494,5.66E-06
C0598496,8.67E-05
C0598501,2.48E-05
C0598546,6.65E-06
C0598589,8.85E-06
C0598604,5.49E-06
C0598608,8.69E-06
C0598622,6.32E-06
C0598658,6.36E-06
C0598666,6.34E-06
C0598690,5.64E-06
C0598717,6.04E-06
C0598744,2.31E-05
C0598748,5.95E-06
C0598754,1.03E-05
C0598761,5.52E-06
C0598766,1.87E-05
C0598781,2.03E-05
C0598782,5.92E-06
C0598783,7.20E-05
C0598798,5.78E-06
C0598800,3.17E-05
C0598801,4.24E-05
C0598817,5.61E-06
C0598827,7.17E-06
C0598829,6.18E-05
C0598836,7.55E-06
C0598849,5.72E-06
C0598851,6.06E-06
C0598853,1.51E-05
C0598858,8.39E-06
C0598888,1.26E-05
C0598902,2.48E-05
C0598905,2.78E-05
C0598906,1.02E-05
C0598908,5.67E-06
C0598934,0.000132034
C0598935,8.22E-06
C0598940,9.73E-06
C0598941,3.36E-05
C0598949,7.56E-06
C0598953,7.36E-06
C0598958,6.96E-05
C0598959,9.03E-06
C0598964,1.42E-05
C0598967,5.64E-06
C0598996,1.18E-05
C0599013,5.56E-05
C0599026,6.00E-06
C0599038,9.39E-06
C0599050,5.56E-06
C0599064,8.10E-06
C0599099,1.74E-05
C0599124,9.43E-06
C0599132,1.37E-05
C0599155,0.000111104
C0599161,0.000395572
C0599177,1.76E-05
C0599209,6.63E-06
C0599220,0.000362896
C0599228,5.90E-06
C0599278,5.87E-06
C0599282,5.69E-06
C0599283,5.73E-06
C0599286,9.51E-06
C0599295,1.12E-05
C0599297,7.95E-06
C0599331,6.50E-05
C0599332,5.09E-05
C0599333,2.91E-05
C0599335,7.84E-06
C0599346,6.42E-06
C0599361,9.26E-06
C0599362,5.89E-06
C0599364,5.64E-06
C0599365,7.46E-06
C0599369,5.82E-06
C0599383,5.71E-06
C0599395,1.50E-05
C0599396,7.10E-06
C0599403,9.15E-06
C0599417,6.14E-06
C0599444,2.58E-05
C0599455,6.60E-06
C0599460,2.48E-05
C0599473,5.67E-06
C0599474,7.73E-06
C0599489,8.24E-06
C0599518,3.20E-05
C0599519,1.36E-05
C0599530,7.64E-06
C0599532,5.55E-06
C0599533,1.04E-05
C0599537,3.73E-05
C0599549,5.76E-06
C0599551,6.24E-06
C0599561,0.000176767
C0599566,2.99E-05
C0599574,5.61E-06
C0599589,7.76E-06
C0599597,2.02E-05
C0599615,7.30E-06
C0599616,2.17E-05
C0599621,8.80E-06
C0599635,3.05E-05
C0599638,1.56E-05
C0599643,7.61E-06
C0599647,1.15E-05
C0599653,9.48E-06
C0599685,5.36E-05
C0599689,1.40E-05
C0599702,5.86E-06
C0599705,1.00E-05
C0599724,5.68E-06
C0599732,5.92E-05
C0599733,2.48E-05
C0599734,5.55E-06
C0599739,5.95E-06
C0599740,1.49E-05
C0599745,3.69E-05
C0599748,2.43E-05
C0599752,1.10E-05
C0599755,0.00125248
C0599757,1.62E-05
C0599765,5.62E-06
C0599766,4.82E-05
C0599770,2.81E-05
C0599773,2.54E-05
C0599776,5.68E-06
C0599779,0.000227908
C0599780,2.61E-05
C0599784,5.66E-06
C0599787,1.33E-05
C0599796,1.32E-05
C0599797,2.73E-05
C0599814,2.62E-05
C0599816,6.36E-06
C0599818,9.45E-06
C0599844,7.65E-06
C0599852,1.35E-05
C0599854,5.77E-06
C0599855,4.48E-05
C0599856,1.17E-05
C0599858,6.28E-06
C0599862,1.45E-05
C0599867,1.64E-05
C0599874,1.89E-05
C0599876,7.74E-06
C0599878,3.26E-05
C0599882,5.80E-06
C0599883,2.97E-05
C0599885,2.36E-05
C0599893,5.79E-06
C0599895,5.67E-06
C0599896,7.86E-06
C0599908,1.22E-05
C0599909,1.17E-05
C0599917,1.44E-05
C0599920,5.61E-06
C0599922,7.38E-06
C0599927,7.36E-06
C0599934,7.37E-05
C0599947,7.46E-06
C0599949,1.71E-05
C0599952,9.67E-06
C0599953,1.89E-05
C0599954,6.09E-06
C0599987,3.34E-05
C0599994,7.34E-06
C0599997,6.21E-06
C0600015,4.17E-05
C0600060,1.44E-05
C0600061,1.61E-05
C0600069,5.72E-06
C0600070,7.73E-06
C0600080,1.40E-05
C0600104,1.56E-05
C0600108,1.42E-05
C0600109,1.24E-05
C0600115,5.53E-06
C0600116,1.20E-05
C0600138,5.47E-06
C0600139,8.79E-06
C0600140,2.14E-05
C0600177,2.37E-05
C0600190,5.77E-06
C0600191,5.64E-06
C0600203,5.50E-06
C0600204,7.52E-06
C0600209,5.77E-05
C0600214,5.58E-06
C0600220,1.12E-05
C0600225,3.63E-05
C0600228,2.68E-05
C0600235,5.60E-06
C0600240,9.38E-06
C0600249,3.05E-05
C0600250,7.29E-06
C0600251,7.49E-06
C0600260,2.36E-05
C0600269,2.22E-05
C0600289,5.33E-06
C0600290,2.04E-05
C0600324,2.69E-05
C0600327,3.70E-05
C0600334,1.63E-05
C0600341,5.48E-06
C0600364,4.85E-05
C0600367,5.32E-05
C0600370,9.81E-06
C0600371,2.94E-05
C0600380,5.86E-06
C0600388,4.65E-05
C0600395,1.63E-05
C0600401,7.51E-06
C0600402,1.33E-05
C0600403,1.03E-05
C0600412,5.62E-06
C0600414,9.76E-06
C0600420,1.74E-05
C0600422,9.30E-06
C0600431,9.33E-06
C0600432,2.44E-05
C0600435,6.71E-06
C0600436,5.61E-06
C0600437,1.84E-05
C0600446,5.62E-06
C0600448,6.99E-06
C0600449,2.29E-05
C0600454,5.90E-06
C0600457,8.33E-05
C0600465,1.69E-05
C0600466,2.44E-05
C0600467,2.11E-05
C0600472,2.20E-05
C0600484,1.06E-05
C0600485,1.73E-05
C0600486,5.47E-06
C0600492,8.31E-06
C0600493,9.28E-05
C0600495,5.99E-06
C0600497,1.08E-05
C0600500,1.37E-05
C0600501,5.48E-06
C0600502,1.80E-05
C0600508,1.43E-05
C0600511,5.60E-06
C0600518,1.44E-05
C0600519,1.39E-05
C0600520,1.67E-05
C0600521,6.52E-06
C0600526,6.36E-06
C0600528,8.23E-06
C0600530,6.58E-06
C0600531,2.19E-05
C0600532,7.74E-06
C0600538,5.68E-06
C0600539,7.57E-06
C0600549,8.23E-06
C0600551,5.75E-06
C0600554,7.36E-06
C0600558,9.88E-05
C0600562,1.72E-05
C0600563,1.05E-05
C0600564,4.57E-05
C0600570,7.59E-06
C0600577,5.41E-06
C0600585,1.34E-05
C0600593,5.53E-06
C0600596,1.77E-05
C0600597,1.25E-05
C0600600,9.68E-05
C0600620,1.15E-05
C0600622,2.71E-05
C0600623,1.64E-05
C0600627,7.46E-06
C0600632,7.70E-06
C0600659,2.48E-05
C0600680,4.20E-05
C0600688,0.000345803
C0600766,2.48E-05
C0600812,1.48E-05
C0600901,7.82E-06
C0601900,1.53E-05
C0602379,7.99E-06
C0602794,6.17E-06
C0603334,5.67E-06
C0603486,1.06E-05
C0603814,5.80E-06
C0604129,5.88E-06
C0605315,7.71E-06
C0605321,5.66E-06
C0605411,6.02E-06
C0606070,6.88E-06
C0606551,5.55E-06
C0606594,9.48E-06
C0606869,5.47E-06
C0607430,1.84E-05
C0608070,2.48E-05
C0608302,9.32E-06
C0608460,7.65E-06
C0608663,1.38E-05
C0610671,2.06E-05
C0611549,7.35E-06
C0613488,1.16E-05
C0613621,5.61E-06
C0614168,5.53E-06
C0614427,2.96E-05
C0615693,6.96E-06
C0615769,5.85E-06
C0617745,5.71E-06
C0618111,5.97E-06
C0618375,7.53E-06
C0618927,5.47E-06
C0618956,7.52E-06
C0619485,5.48E-06
C0619865,5.69E-06
C0620087,5.87E-06
C0620249,5.59E-06
C0623043,2.48E-05
C0623362,0.000117011
C0625647,1.44E-05
C0625699,2.48E-05
C0626053,9.55E-06
C0626136,5.50E-06
C0626454,5.69E-06
C0628021,7.90E-06
C0628081,5.86E-06
C0628362,1.51E-05
C0628813,5.81E-06
C0628930,6.31E-06
C0630906,4.04E-05
C0631021,1.03E-05
C0631093,5.48E-06
C0631225,5.67E-06
C0631571,5.51E-06
C0633227,7.41E-06
C0633231,1.00E-05
C0633380,6.50E-06
C0633504,2.48E-05
C0634678,5.69E-06
C0634829,8.31E-06
C0635106,6.06E-06
C0635626,1.51E-05
C0636850,1.12E-05
C0637024,5.88E-06
C0637285,6.92E-06
C0637804,1.37E-05
C0637815,5.86E-06
C0640001,1.38E-05
C0640485,9.90E-06
C0640658,2.00E-05
C0642228,2.06E-05
C0642815,6.30E-06
C0643492,5.65E-06
C0643582,5.71E-06
C0643681,6.03E-06
C0647141,8.24E-06
C0647210,1.03E-05
C0648637,5.90E-06
C0648695,9.65E-06
C0649046,1.21E-05
C0649077,5.73E-06
C0650607,1.57E-05
C0651007,5.56E-06
C0651569,2.48E-05
C0651679,1.33E-05
C0652389,5.79E-06
C0652619,7.30E-06
C0655359,5.40E-06
C0656017,5.49E-06
C0656569,2.48E-05
C0657657,9.71E-06
C0657912,2.68E-05
C0658285,7.00E-06
C0658374,9.51E-06
C0660025,5.77E-06
C0660317,8.68E-06
C0662900,1.52E-05
C0663204,7.51E-06
C0663241,2.94E-05
C0663332,1.91E-05
C0663446,5.67E-06
C0663448,6.06E-06
C0663655,6.36E-06
C0663733,7.81E-06
C0663912,1.68E-05
C0663914,1.41E-05
C0663932,5.86E-06
C0663937,8.70E-06
C0664123,6.16E-06
C0664135,9.93E-06
C0664336,3.51E-05
C0664390,2.48E-05
C0664589,7.39E-06
C0664613,6.67E-06
C0664715,7.43E-06
C0664874,1.66E-05
C0664917,1.04E-05
C0664945,5.65E-06
C0664962,8.64E-06
C0664965,1.09E-05
C0665313,2.34E-05
C0665341,2.77E-05
C0665690,7.76E-06
C0665737,7.12E-06
C0665816,7.35E-06
C0665818,9.97E-06
C0665866,6.02E-06
C0665952,1.40E-05
C0666361,4.57E-05
C0666411,1.38E-05
C0666743,7.98E-05
C0667093,1.90E-05
C0667286,7.42E-06
C0667301,5.44E-06
C0667477,5.54E-05
C0667569,5.85E-06
C0667570,7.79E-06
C0667830,4.20E-05
C0668015,5.67E-06
C0668084,1.26E-05
C0668195,1.90E-05
C0668624,1.24E-05
C0668690,5.69E-06
C0668861,7.16E-06
C0668894,8.16E-06
C0669247,1.45E-05
C0669351,5.76E-06
C0669365,3.91E-05
C0669368,7.35E-06
C0669372,0.000131547
C0669472,2.40E-05
C0669479,3.10E-05
C0669873,1.05E-05
C0669933,5.77E-06
C0669938,1.88E-05
C0670509,5.63E-06
C0670896,0.000211263
C0671062,1.41E-05
C0671284,5.78E-06
C0671412,1.13E-05
C0671550,5.61E-06
C0671700,5.71E-06
C0671811,7.68E-06
C0671954,5.87E-06
C0671970,1.62E-05
C0672292,7.75E-06
C0672553,2.48E-05
C0672596,2.10E-05
C0672708,9.70E-06
C0673013,9.38E-06
C0673205,5.80E-06
C0673667,9.25E-06
C0673815,8.25E-06
C0673873,8.38E-06
C0673968,5.64E-06
C0674428,8.32E-06
C0674432,7.15E-05
C0674917,1.94E-05
C0675096,6.03E-06
C0675175,7.49E-06
C0675237,7.29E-06
C0675390,1.88E-05
C0675409,7.87E-06
C0675791,1.44E-05
C0675974,1.61E-05
C0676278,5.61E-06
C0676831,9.05E-06
C0677042,5.67E-06
C0677043,1.54E-05
C0677048,8.60E-06
C0677076,5.75E-06
C0677453,5.80E-06
C0677482,2.03E-05
C0677490,2.69E-05
C0677535,6.70E-06
C0677600,5.74E-06
C0677607,1.88E-05
C0677616,2.25E-05
C0677626,6.42E-05
C0677646,7.67E-06
C0677647,1.76E-05
C0677660,1.11E-05
C0677666,1.14E-05
C0677746,5.85E-06
C0677798,7.71E-06
C0677838,1.67E-05
C0677850,0.000151967
C0677862,4.51E-05
C0677874,3.14E-05
C0677875,9.25E-06
C0677881,1.97E-05
C0677886,1.68E-05
C0677898,3.10E-05
C0677908,5.33E-05
C0677930,7.65E-05
C0677932,3.33E-05
C0677936,1.58E-05
C0677944,1.73E-05
C0677946,5.13E-05
C0677949,9.68E-06
C0677950,5.85E-06
C0677965,1.14E-05
C0677984,5.18E-05
C0678026,2.24E-05
C0678034,8.18E-06
C0678040,6.36E-06
C0678053,5.97E-06
C0678075,9.99E-06
C0678117,6.36E-06
C0678118,7.75E-05
C0678119,5.81E-06
C0678121,5.76E-06
C0678133,2.48E-05
C0678176,5.67E-06
C0678209,0.000103537
C0678210,3.27E-05
C0678213,1.02E-05
C0678222,2.67E-05
C0678236,0.000145642
C0678253,7.70E-06
C0678265,6.45E-06
C0678323,1.05E-05
C0678341,7.77E-05
C0678420,1.14E-05
C0678430,2.48E-05
C0678467,5.85E-06
C0678476,5.64E-06
C0678485,9.35E-06
C0678518,1.39E-05
C0678544,3.75E-05
C0678559,8.00E-06
C0678562,7.64E-06
C0678568,1.44E-05
C0678570,7.40E-06
C0678587,1.56E-05
C0678591,1.42E-05
C0678592,5.98E-06
C0678594,1.75E-05
C0678595,7.50E-06
C0678599,6.20E-06
C0678607,1.60E-05
C0678621,1.02E-05
C0678624,7.84E-06
C0678628,1.08E-05
C0678632,5.51E-06
C0678634,9.74E-06
C0678641,1.37E-05
C0678643,6.63E-06
C0678651,6.07E-06
C0678659,8.39E-06
C0678662,5.50E-06
C0678686,1.94E-05
C0678687,5.77E-06
C0678695,2.22E-05
C0678710,5.95E-06
C0678713,6.13E-06
C0678723,0.000197492
C0678726,5.51E-06
C0678727,7.72E-06
C0678745,5.56E-06
C0678749,1.06E-05
C0678755,9.49E-06
C0678759,1.21E-05
C0678763,2.03E-05
C0678775,7.80E-06
C0678790,1.15E-05
C0678792,5.72E-06
C0678798,5.50E-06
C0678803,7.33E-06
C0678804,7.26E-05
C0678807,9.12E-06
C0678812,6.20E-05
C0678814,7.42E-06
C0678815,1.31E-05
C0678823,1.29E-05
C0678836,2.03E-05
C0678839,5.53E-06
C0678856,0.000141382
C0678860,1.22E-05
C0678861,1.23E-05
C0678862,1.07E-05
C0678863,7.48E-06
C0678866,7.32E-06
C0678872,5.73E-06
C0678879,9.69E-06
C0678881,2.48E-05
C0678889,0.000287896
C0678895,5.51E-06
C0678896,1.67E-05
C0678908,3.86E-05
C0678910,9.68E-06
C0678917,5.67E-06
C0678922,5.49E-06
C0678926,5.70E-06
C0678928,5.55E-06
C0678933,0.000103585
C0678935,7.45E-06
C0678936,5.48E-06
C0678939,1.47E-05
C0678940,5.70E-06
C0678941,3.39E-05
C0678942,5.48E-06
C0678945,1.51E-05
C0678951,5.06E-05
C0678952,7.89E-06
C0678953,5.48E-06
C0678998,7.23E-06
C0679002,1.11E-05
C0679006,0.000112568
C0679030,5.70E-06
C0679032,7.78E-06
C0679035,7.49E-06
C0679052,5.70E-06
C0679058,6.36E-06
C0679063,6.36E-06
C0679082,5.48E-06
C0679083,0.000148185
C0679105,1.12E-05
C0679106,9.59E-06
C0679115,5.48E-06
C0679136,5.74E-06
C0679140,2.48E-05
C0679152,8.89E-06
C0679163,7.11E-06
C0679165,5.52E-06
C0679166,5.68E-06
C0679180,8.17E-06
C0679190,7.43E-06
C0679199,9.82E-05
C0679201,1.69E-05
C0679215,1.64E-05
C0679218,5.58E-06
C0679220,9.34E-06
C0679221,1.75E-05
C0679223,7.13E-06
C0679225,0.000176659
C0679226,9.16E-06
C0679246,6.37E-05
C0679247,4.40E-05
C0679250,9.71E-05
C0679252,7.33E-06
C0679254,1.82E-05
C0679309,2.72E-05
C0679316,8.58E-06
C0679319,1.21E-05
C0679328,8.53E-06
C0679333,1.60E-05
C0679360,2.50E-05
C0679362,1.04E-05
C0679378,8.47E-06
C0679381,3.47E-05
C0679403,7.72E-06
C0679407,1.09E-05
C0679408,7.66E-06
C0679429,1.46E-05
C0679453,8.54E-06
C0679543,5.58E-06
C0679547,6.36E-06
C0679557,7.65E-06
C0679559,5.85E-06
C0679560,7.28E-05
C0679575,4.75E-05
C0679623,5.85E-06
C0679624,2.10E-05
C0679628,1.57E-05
C0679629,5.55E-06
C0679634,5.67E-06
C0679635,5.80E-06
C0679637,6.47E-05
C0679646,0.001298478
C0679651,4.79E-05
C0679688,3.40E-05
C0679693,5.67E-06
C0679698,7.91E-05
C0679699,6.06E-05
C0679700,5.61E-06
C0679721,7.29E-06
C0679729,1.96E-05
C0679731,5.64E-06
C0679739,4.32E-05
C0679740,5.56E-06
C0679750,2.19E-05
C0679771,1.97E-05
C0679782,1.62E-05
C0679785,5.60E-06
C0679786,1.09E-05
C0679788,5.60E-06
C0679792,5.55E-06
C0679803,2.58E-05
C0679804,2.00E-05
C0679805,7.49E-06
C0679809,5.47E-06
C0679817,5.45E-06
C0679818,5.46E-06
C0679830,3.17E-05
C0679831,8.45E-06
C0679837,1.04E-05
C0679838,1.91E-05
C0679841,1.16E-05
C0679843,9.71E-06
C0679861,6.36E-06
C0679862,5.96E-06
C0679867,7.49E-06
C0679875,1.70E-05
C0679878,3.58E-05
C0679886,5.46E-06
C0679897,7.76E-06
C0679898,5.46E-06
C0679909,9.59E-06
C0679921,5.85E-06
C0679924,0.000146596
C0679947,5.48E-06
C0679959,5.65E-06
C0679991,7.60E-06
C0680022,0.000363522
C0680024,5.42E-06
C0680034,5.48E-06
C0680038,3.70E-05
C0680063,0.000195091
C0680085,2.77E-05
C0680174,9.84E-06
C0680199,7.78E-06
C0680212,5.50E-06
C0680220,5.51E-06
C0680244,5.85E-06
C0680274,5.51E-06
C0680304,5.68E-06
C0680319,2.61E-05
C0680320,5.43E-06
C0680323,2.12E-05
C0680395,4.00E-05
C0680396,5.73E-06
C0680398,4.80E-05
C0680399,2.08E-05
C0680400,2.48E-05
C0680403,8.54E-06
C0680413,4.46E-05
C0680423,7.40E-06
C0680458,1.48E-05
C0680513,8.71E-06
C0680535,7.49E-06
C0680553,5.53E-06
C0680582,6.36E-06
C0680644,5.56E-06
C0680649,6.25E-06
C0680681,0.00013236
C0680766,6.12E-06
C0680772,6.07E-06
C0680778,6.25E-06
C0680784,5.91E-06
C0680799,7.45E-06
C0680839,8.03E-06
C0680843,6.20E-06
C0680844,1.20E-05
C0680855,6.02E-06
C0680864,5.98E-06
C0680877,6.20E-06
C0680880,1.07E-05
C0680888,1.95E-05
C0680894,6.12E-06
C0680946,6.20E-06
C0680954,8.29E-06
C0681024,9.77E-06
C0681088,1.22E-05
C0681113,6.13E-06
C0681119,5.68E-06
C0681124,5.52E-06
C0681199,5.68E-06
C0681204,5.85E-06
C0681273,2.84E-05
C0681284,9.05E-06
C0681295,5.48E-06
C0681328,6.02E-06
C0681329,8.26E-06
